REGION,PROCESSDAY,PROCESSDAY_HOUR,ORDER_COUNT,FISCALYEAR,FISCALQUARTER,FISCALMONTH,FISCALWEEK,DAYNUM
DAO,20240505,23,285,FY25,Q2,M04,WK14,Sunday   
APJ,20240505,23,61,FY25,Q2,M04,WK14,Sunday   
APJ,20240506,00,178,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,00,6,FY25,Q2,M04,WK14,Monday   
DAO,20240506,00,394,FY25,Q2,M04,WK14,Monday   
APJ,20240506,01,342,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,01,19,FY25,Q2,M04,WK14,Monday   
DAO,20240506,01,363,FY25,Q2,M04,WK14,Monday   
DAO,20240506,02,349,FY25,Q2,M04,WK14,Monday   
APJ,20240506,02,414,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,02,21,FY25,Q2,M04,WK14,Monday   
APJ,20240506,03,348,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,03,8,FY25,Q2,M04,WK14,Monday   
DAO,20240506,03,326,FY25,Q2,M04,WK14,Monday   
APJ,20240506,04,228,FY25,Q2,M04,WK14,Monday   
DAO,20240506,04,234,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,04,9,FY25,Q2,M04,WK14,Monday   
APJ,20240506,05,278,FY25,Q2,M04,WK14,Monday   
DAO,20240506,05,189,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,05,51,FY25,Q2,M04,WK14,Monday   
DAO,20240506,06,179,FY25,Q2,M04,WK14,Monday   
APJ,20240506,06,317,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,06,44,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,07,140,FY25,Q2,M04,WK14,Monday   
APJ,20240506,07,406,FY25,Q2,M04,WK14,Monday   
DAO,20240506,07,81,FY25,Q2,M04,WK14,Monday   
DAO,20240506,08,60,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,08,325,FY25,Q2,M04,WK14,Monday   
APJ,20240506,08,376,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,09,469,FY25,Q2,M04,WK14,Monday   
APJ,20240506,09,503,FY25,Q2,M04,WK14,Monday   
DAO,20240506,09,72,FY25,Q2,M04,WK14,Monday   
APJ,20240506,10,1598,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,10,1020,FY25,Q2,M04,WK14,Monday   
DAO,20240506,10,62,FY25,Q2,M04,WK14,Monday   
APJ,20240506,11,434,FY25,Q2,M04,WK14,Monday   
DAO,20240506,11,233,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,11,745,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,12,583,FY25,Q2,M04,WK14,Monday   
DAO,20240506,12,721,FY25,Q2,M04,WK14,Monday   
APJ,20240506,12,133,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,13,615,FY25,Q2,M04,WK14,Monday   
APJ,20240506,13,77,FY25,Q2,M04,WK14,Monday   
DAO,20240506,13,1592,FY25,Q2,M04,WK14,Monday   
APJ,20240506,14,77,FY25,Q2,M04,WK14,Monday   
DAO,20240506,14,1896,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,14,638,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,15,481,FY25,Q2,M04,WK14,Monday   
APJ,20240506,15,48,FY25,Q2,M04,WK14,Monday   
DAO,20240506,15,2847,FY25,Q2,M04,WK14,Monday   
APJ,20240506,16,24,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,16,335,FY25,Q2,M04,WK14,Monday   
DAO,20240506,16,2789,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,18,201,FY25,Q2,M04,WK14,Monday   
APJ,20240506,18,12,FY25,Q2,M04,WK14,Monday   
DAO,20240506,18,3140,FY25,Q2,M04,WK14,Monday   
APJ,20240506,19,7,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,19,264,FY25,Q2,M04,WK14,Monday   
DAO,20240506,19,3092,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,20,126,FY25,Q2,M04,WK14,Monday   
DAO,20240506,20,2783,FY25,Q2,M04,WK14,Monday   
APJ,20240506,20,16,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,21,89,FY25,Q2,M04,WK14,Monday   
DAO,20240506,21,2465,FY25,Q2,M04,WK14,Monday   
APJ,20240506,21,23,FY25,Q2,M04,WK14,Monday   
DAO,20240506,22,1738,FY25,Q2,M04,WK14,Monday   
APJ,20240506,22,38,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,22,59,FY25,Q2,M04,WK14,Monday   
DAO,20240506,23,1198,FY25,Q2,M04,WK14,Monday   
EMEA,20240506,23,12,FY25,Q2,M04,WK14,Monday   
APJ,20240506,23,110,FY25,Q2,M04,WK14,Monday   
EMEA,20240507,00,14,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,00,302,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,00,930,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,01,11,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,01,841,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,01,531,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,02,878,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,02,7,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,02,1129,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,03,479,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,03,75,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,03,437,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,04,10,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,04,267,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,04,378,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,05,47,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,05,596,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,05,269,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,06,191,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,06,876,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,06,125,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,07,1016,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,07,143,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,07,351,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,08,293,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,08,653,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,08,856,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,09,861,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,09,163,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,09,661,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,10,329,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,10,155,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,10,850,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,11,240,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,11,827,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,11,467,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,12,896,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,12,830,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,12,278,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,13,127,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,13,1972,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,13,969,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,14,922,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,14,1803,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,14,85,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,15,3077,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,15,52,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,15,678,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,16,517,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,16,2801,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,16,48,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,17,24,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,17,364,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,17,2529,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,18,270,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,18,2875,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,18,2,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,19,3,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,19,2792,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,19,166,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,20,2901,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,20,138,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,20,10,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,21,1914,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,21,248,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,21,22,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,22,2047,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,22,113,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,22,43,FY25,Q2,M04,WK14,Tuesday  
APJ,20240507,23,88,FY25,Q2,M04,WK14,Tuesday  
EMEA,20240507,23,68,FY25,Q2,M04,WK14,Tuesday  
DAO,20240507,23,1111,FY25,Q2,M04,WK14,Tuesday  
DAO,20240508,00,1260,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,00,22,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,00,304,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,01,13,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,01,500,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,01,589,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,02,585,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,02,35,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,02,657,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,03,500,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,03,513,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,03,31,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,04,26,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,04,357,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,04,292,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,05,81,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,05,241,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,05,650,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,06,146,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,06,670,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,06,188,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,07,140,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,07,916,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,07,272,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,08,508,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,08,909,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,08,145,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,09,645,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,09,742,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,09,145,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,10,744,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,10,475,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,10,140,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,11,455,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,11,747,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,11,348,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,12,914,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,12,157,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,12,1028,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,13,1750,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,13,968,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,13,131,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,14,2490,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,14,57,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,14,874,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,15,78,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,15,682,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,15,2588,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,16,480,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,16,2166,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,16,36,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,17,24,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,17,308,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,17,2870,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,18,195,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,18,9,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,18,2545,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,19,4,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,19,214,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,19,3614,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,20,123,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,20,3573,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,20,9,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,21,76,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,21,2417,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,21,23,FY25,Q2,M04,WK14,Wednesday
APJ,20240508,22,38,FY25,Q2,M04,WK14,Wednesday
EMEA,20240508,22,79,FY25,Q2,M04,WK14,Wednesday
DAO,20240508,22,2116,FY25,Q2,M04,WK14,Wednesday
APJ,20240509,00,233,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,00,22,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,00,824,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,01,660,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,01,25,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,01,1129,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,02,639,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,02,48,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,02,577,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,03,21,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,03,408,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,03,694,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,04,477,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,04,18,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,04,278,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,05,163,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,05,683,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,05,39,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,06,109,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,06,83,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,06,742,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,07,775,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,07,223,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,07,88,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,08,411,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,08,709,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,08,108,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,09,481,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,09,126,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,09,680,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,10,633,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,10,187,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,10,767,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,11,532,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,11,278,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,11,426,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,12,758,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,12,149,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,12,487,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,13,1714,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,13,648,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,13,265,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,14,535,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,14,1673,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,14,143,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,15,424,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,15,2833,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,15,61,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,16,491,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,16,2656,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,16,48,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,17,2591,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,17,226,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,17,43,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,18,179,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,18,25,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,18,2501,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,19,2940,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,19,182,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,20,98,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,20,5,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,20,2975,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,21,83,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,21,11,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,21,2370,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,22,53,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,22,1966,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,22,36,FY25,Q2,M04,WK14,Thursday 
APJ,20240509,23,131,FY25,Q2,M04,WK14,Thursday 
DAO,20240509,23,2147,FY25,Q2,M04,WK14,Thursday 
EMEA,20240509,23,41,FY25,Q2,M04,WK14,Thursday 
EMEA,20240510,00,15,FY25,Q2,M04,WK14,Friday   
DAO,20240510,00,756,FY25,Q2,M04,WK14,Friday   
APJ,20240510,00,216,FY25,Q2,M04,WK14,Friday   
DAO,20240510,01,670,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,01,37,FY25,Q2,M04,WK14,Friday   
APJ,20240510,01,726,FY25,Q2,M04,WK14,Friday   
APJ,20240510,02,828,FY25,Q2,M04,WK14,Friday   
DAO,20240510,02,451,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,02,10,FY25,Q2,M04,WK14,Friday   
APJ,20240510,03,650,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,03,15,FY25,Q2,M04,WK14,Friday   
DAO,20240510,03,277,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,04,7,FY25,Q2,M04,WK14,Friday   
DAO,20240510,04,151,FY25,Q2,M04,WK14,Friday   
APJ,20240510,04,522,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,05,27,FY25,Q2,M04,WK14,Friday   
DAO,20240510,05,147,FY25,Q2,M04,WK14,Friday   
APJ,20240510,05,594,FY25,Q2,M04,WK14,Friday   
DAO,20240510,06,165,FY25,Q2,M04,WK14,Friday   
APJ,20240510,06,1260,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,06,117,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,07,271,FY25,Q2,M04,WK14,Friday   
APJ,20240510,07,1002,FY25,Q2,M04,WK14,Friday   
DAO,20240510,07,124,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,08,448,FY25,Q2,M04,WK14,Friday   
APJ,20240510,08,874,FY25,Q2,M04,WK14,Friday   
DAO,20240510,08,70,FY25,Q2,M04,WK14,Friday   
DAO,20240510,09,89,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,09,535,FY25,Q2,M04,WK14,Friday   
APJ,20240510,09,978,FY25,Q2,M04,WK14,Friday   
DAO,20240510,10,74,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,10,748,FY25,Q2,M04,WK14,Friday   
APJ,20240510,10,666,FY25,Q2,M04,WK14,Friday   
DAO,20240510,11,279,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,11,670,FY25,Q2,M04,WK14,Friday   
APJ,20240510,11,641,FY25,Q2,M04,WK14,Friday   
DAO,20240510,13,4322,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,13,595,FY25,Q2,M04,WK14,Friday   
APJ,20240510,13,269,FY25,Q2,M04,WK14,Friday   
APJ,20240510,14,150,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,14,562,FY25,Q2,M04,WK14,Friday   
DAO,20240510,14,3087,FY25,Q2,M04,WK14,Friday   
APJ,20240510,15,165,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,15,705,FY25,Q2,M04,WK14,Friday   
DAO,20240510,15,2468,FY25,Q2,M04,WK14,Friday   
APJ,20240510,16,79,FY25,Q2,M04,WK14,Friday   
DAO,20240510,16,2190,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,16,376,FY25,Q2,M04,WK14,Friday   
DAO,20240510,17,2087,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,17,289,FY25,Q2,M04,WK14,Friday   
APJ,20240510,17,28,FY25,Q2,M04,WK14,Friday   
DAO,20240510,18,2775,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,18,199,FY25,Q2,M04,WK14,Friday   
APJ,20240510,18,24,FY25,Q2,M04,WK14,Friday   
APJ,20240510,19,7,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,19,142,FY25,Q2,M04,WK14,Friday   
DAO,20240510,19,2813,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,20,79,FY25,Q2,M04,WK14,Friday   
DAO,20240510,20,2548,FY25,Q2,M04,WK14,Friday   
APJ,20240510,20,2,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,21,61,FY25,Q2,M04,WK14,Friday   
APJ,20240510,21,6,FY25,Q2,M04,WK14,Friday   
DAO,20240510,21,1971,FY25,Q2,M04,WK14,Friday   
APJ,20240510,22,13,FY25,Q2,M04,WK14,Friday   
DAO,20240510,22,1656,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,22,64,FY25,Q2,M04,WK14,Friday   
EMEA,20240510,23,54,FY25,Q2,M04,WK14,Friday   
DAO,20240510,23,916,FY25,Q2,M04,WK14,Friday   
APJ,20240510,23,28,FY25,Q2,M04,WK14,Friday   
DAO,20240511,00,1112,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,00,62,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,00,19,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,01,182,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,01,342,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,01,10,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,02,185,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,02,367,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,02,12,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,03,104,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,03,211,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,03,32,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,04,3,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,04,130,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,04,216,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,05,153,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,05,107,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,05,7,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,06,27,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,06,181,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,06,83,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,07,170,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,07,46,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,07,35,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,08,1188,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,08,29,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,08,43,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,09,201,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,09,71,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,09,46,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,10,96,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,10,57,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,10,49,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,11,74,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,11,79,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,11,43,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,12,51,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,12,164,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,12,38,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,13,28,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,13,173,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,13,58,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,14,14,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,14,190,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,14,46,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,15,6,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,15,309,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,15,47,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,16,28,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,16,252,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,16,56,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,17,15,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,17,241,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,17,54,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,18,2,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,18,282,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,18,41,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,19,4,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,19,221,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,19,31,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,20,3,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,20,258,FY25,Q2,M04,WK15,Saturday 
EMEA,20240511,20,22,FY25,Q2,M04,WK15,Saturday 
APJ,20240511,21,7,FY25,Q2,M04,WK15,Saturday 
DAO,20240511,21,214,FY25,Q2,M04,WK15,Saturday 
