REGION,PROCESSDAY,PROCESSDAY_HOUR,ORDER_COUNT,FISCALYEAR,FISCALQUARTER,FISCALMONTH,FISCALWEEK,DAYNUM
APJ,20240213,12,129,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,13,89,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,13,991,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,13,729,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,14,1507,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,14,69,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,14,1143,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,15,25,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,15,917,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,15,2199,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,16,21,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,16,2532,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,16,910,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,17,492,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,17,2614,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,17,11,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,18,2469,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,18,5,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,18,360,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,19,11,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,19,193,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,19,2169,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,20,16,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,20,170,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,20,2846,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,21,3100,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,21,24,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,21,115,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,22,68,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,22,109,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,22,2718,FY25,Q1,M01,WK02,Tuesday  
APJ,20240213,23,106,FY25,Q1,M01,WK02,Tuesday  
EMEA,20240213,23,310,FY25,Q1,M01,WK02,Tuesday  
DAO,20240213,23,2297,FY25,Q1,M01,WK02,Tuesday  
APJ,20240214,00,257,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,00,959,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,00,68,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,01,1264,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,01,536,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,01,17,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,02,12,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,02,1032,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,02,567,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,03,882,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,03,809,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,03,28,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,04,330,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,04,515,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,04,35,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,05,839,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,05,309,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,05,29,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,06,72,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,06,604,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,06,194,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,07,653,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,07,237,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,07,141,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,08,432,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,08,123,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,08,479,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,09,216,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,09,628,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,09,400,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,10,330,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,10,98,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,10,1119,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,11,966,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,11,195,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,11,230,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,12,387,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,12,223,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,12,756,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,13,193,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,13,860,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,13,949,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,14,159,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,14,1037,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,14,1548,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,15,3205,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,15,49,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,15,959,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,16,679,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,16,3453,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,16,60,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,17,790,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,17,55,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,17,2862,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,18,2561,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,18,314,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,18,12,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,19,9,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,19,274,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,19,2995,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,20,3416,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,20,25,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,20,180,FY25,Q1,M01,WK02,Wednesday
APJ,20240214,21,32,FY25,Q1,M01,WK02,Wednesday
EMEA,20240214,21,104,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,21,2511,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,22,305,FY25,Q1,M01,WK02,Wednesday
DAO,20240214,23,159,FY25,Q1,M01,WK02,Wednesday
APJ,20240215,00,1,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,00,105,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,01,3,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,01,80,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,01,1,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,02,45,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,02,1,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,02,10,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,03,2909,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,03,157,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,03,131,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,04,30,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,04,20,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,04,2894,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,05,6,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,05,33,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,05,837,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,06,16,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,06,41,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,06,381,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,07,184,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,07,107,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,07,934,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,08,561,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,08,297,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,08,1383,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,09,1132,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,09,963,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,09,97,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,10,1298,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,10,947,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,10,78,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,11,1152,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,11,821,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,11,220,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,12,879,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,12,199,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,12,464,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,13,871,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,13,127,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,13,926,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,14,1549,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,14,105,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,14,1241,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,15,44,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,15,964,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,15,2412,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,16,36,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,16,2753,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,16,1107,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,17,2387,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,17,796,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,17,18,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,18,2055,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,18,18,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,18,662,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,19,9,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,19,3212,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,19,308,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,20,2581,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,20,26,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,20,252,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,21,45,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,21,167,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,21,2796,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,22,63,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,22,103,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,22,5148,FY25,Q1,M01,WK02,Thursday 
APJ,20240215,23,122,FY25,Q1,M01,WK02,Thursday 
EMEA,20240215,23,64,FY25,Q1,M01,WK02,Thursday 
DAO,20240215,23,1278,FY25,Q1,M01,WK02,Thursday 
DAO,20240216,00,1015,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,00,122,FY25,Q1,M01,WK02,Friday   
APJ,20240216,00,291,FY25,Q1,M01,WK02,Friday   
DAO,20240216,01,806,FY25,Q1,M01,WK02,Friday   
APJ,20240216,01,483,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,01,17,FY25,Q1,M01,WK02,Friday   
DAO,20240216,02,785,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,02,8,FY25,Q1,M01,WK02,Friday   
APJ,20240216,02,618,FY25,Q1,M01,WK02,Friday   
DAO,20240216,03,1519,FY25,Q1,M01,WK02,Friday   
APJ,20240216,03,784,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,03,21,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,04,24,FY25,Q1,M01,WK02,Friday   
DAO,20240216,04,319,FY25,Q1,M01,WK02,Friday   
APJ,20240216,04,477,FY25,Q1,M01,WK02,Friday   
DAO,20240216,05,225,FY25,Q1,M01,WK02,Friday   
APJ,20240216,05,772,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,05,36,FY25,Q1,M01,WK02,Friday   
DAO,20240216,06,48,FY25,Q1,M01,WK02,Friday   
APJ,20240216,06,294,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,06,1,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,07,5,FY25,Q1,M01,WK02,Friday   
DAO,20240216,07,18,FY25,Q1,M01,WK02,Friday   
APJ,20240216,07,534,FY25,Q1,M01,WK02,Friday   
APJ,20240216,08,1180,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,08,928,FY25,Q1,M01,WK02,Friday   
DAO,20240216,08,352,FY25,Q1,M01,WK02,Friday   
APJ,20240216,09,754,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,09,813,FY25,Q1,M01,WK02,Friday   
DAO,20240216,09,99,FY25,Q1,M01,WK02,Friday   
APJ,20240216,10,399,FY25,Q1,M01,WK02,Friday   
DAO,20240216,10,108,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,10,942,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,11,987,FY25,Q1,M01,WK02,Friday   
APJ,20240216,11,454,FY25,Q1,M01,WK02,Friday   
DAO,20240216,11,253,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,12,990,FY25,Q1,M01,WK02,Friday   
APJ,20240216,12,400,FY25,Q1,M01,WK02,Friday   
DAO,20240216,12,610,FY25,Q1,M01,WK02,Friday   
DAO,20240216,13,726,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,13,865,FY25,Q1,M01,WK02,Friday   
APJ,20240216,13,303,FY25,Q1,M01,WK02,Friday   
APJ,20240216,14,175,FY25,Q1,M01,WK02,Friday   
DAO,20240216,14,1803,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,14,1044,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,15,1214,FY25,Q1,M01,WK02,Friday   
APJ,20240216,15,158,FY25,Q1,M01,WK02,Friday   
DAO,20240216,15,2831,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,16,904,FY25,Q1,M01,WK02,Friday   
DAO,20240216,16,3410,FY25,Q1,M01,WK02,Friday   
APJ,20240216,16,79,FY25,Q1,M01,WK02,Friday   
APJ,20240216,17,50,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,17,537,FY25,Q1,M01,WK02,Friday   
DAO,20240216,17,3559,FY25,Q1,M01,WK02,Friday   
APJ,20240216,18,28,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,18,653,FY25,Q1,M01,WK02,Friday   
DAO,20240216,18,3127,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,19,276,FY25,Q1,M01,WK02,Friday   
APJ,20240216,19,3,FY25,Q1,M01,WK02,Friday   
DAO,20240216,19,2603,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,20,135,FY25,Q1,M01,WK02,Friday   
APJ,20240216,20,8,FY25,Q1,M01,WK02,Friday   
DAO,20240216,20,2460,FY25,Q1,M01,WK02,Friday   
APJ,20240216,21,9,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,21,237,FY25,Q1,M01,WK02,Friday   
DAO,20240216,21,3065,FY25,Q1,M01,WK02,Friday   
APJ,20240216,22,16,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,22,103,FY25,Q1,M01,WK02,Friday   
DAO,20240216,22,2291,FY25,Q1,M01,WK02,Friday   
APJ,20240216,23,21,FY25,Q1,M01,WK02,Friday   
EMEA,20240216,23,77,FY25,Q1,M01,WK02,Friday   
DAO,20240216,23,1715,FY25,Q1,M01,WK02,Friday   
APJ,20240217,00,44,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,00,1101,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,00,53,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,01,48,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,01,23,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,01,618,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,02,61,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,02,481,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,02,19,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,03,96,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,03,326,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,03,6,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,04,4,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,04,60,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,04,306,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,05,62,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,05,195,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,05,7,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,06,34,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,06,185,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,06,10,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,07,65,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,07,170,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,07,123,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,08,44,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,08,56,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,08,100,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,09,32,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,09,135,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,09,67,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,10,31,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,10,55,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,10,67,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,11,43,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,11,82,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,11,91,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,12,48,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,12,109,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,12,70,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,13,40,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,13,221,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,13,46,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,14,39,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,14,293,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,14,115,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,15,11,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,15,434,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,15,59,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,16,15,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,16,414,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,16,77,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,17,13,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,17,466,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,17,106,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,18,11,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,18,534,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,18,77,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,19,4,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,19,570,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,19,116,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,20,4,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,20,424,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,20,53,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,21,5,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,21,544,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,21,44,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,22,8,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,22,540,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,22,46,FY25,Q1,M01,WK03,Saturday 
APJ,20240217,23,17,FY25,Q1,M01,WK03,Saturday 
DAO,20240217,23,369,FY25,Q1,M01,WK03,Saturday 
EMEA,20240217,23,31,FY25,Q1,M01,WK03,Saturday 
APJ,20240218,00,42,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,00,15,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,00,425,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,01,92,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,01,19,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,01,313,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,02,127,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,02,4,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,02,323,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,03,98,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,03,4,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,03,362,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,04,72,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,04,2,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,04,246,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,05,47,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,05,192,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,06,25,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,06,75,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,06,163,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,07,173,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,07,24,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,07,75,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,08,17,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,08,69,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,08,209,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,09,45,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,09,23,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,09,58,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,10,36,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,10,63,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,10,31,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,11,152,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,11,145,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,11,217,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,12,36,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,12,73,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,12,109,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,13,147,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,13,38,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,13,16,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,14,105,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,14,236,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,14,180,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,15,347,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,15,101,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,15,39,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,16,18,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,16,83,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,16,406,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,17,25,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,17,121,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,17,380,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,18,5,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,18,116,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,18,450,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,19,433,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,19,75,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,19,3,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,20,12,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,20,554,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,20,119,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,21,484,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,21,33,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,21,70,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,22,478,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,22,39,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,22,63,FY25,Q1,M01,WK03,Sunday   
APJ,20240218,23,128,FY25,Q1,M01,WK03,Sunday   
EMEA,20240218,23,48,FY25,Q1,M01,WK03,Sunday   
DAO,20240218,23,495,FY25,Q1,M01,WK03,Sunday   
EMEA,20240219,00,19,FY25,Q1,M01,WK03,Monday   
APJ,20240219,00,241,FY25,Q1,M01,WK03,Monday   
DAO,20240219,00,519,FY25,Q1,M01,WK03,Monday   
APJ,20240219,01,560,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,01,9,FY25,Q1,M01,WK03,Monday   
DAO,20240219,01,439,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,02,9,FY25,Q1,M01,WK03,Monday   
DAO,20240219,02,426,FY25,Q1,M01,WK03,Monday   
APJ,20240219,02,897,FY25,Q1,M01,WK03,Monday   
DAO,20240219,03,372,FY25,Q1,M01,WK03,Monday   
APJ,20240219,03,540,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,03,31,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,04,18,FY25,Q1,M01,WK03,Monday   
APJ,20240219,04,568,FY25,Q1,M01,WK03,Monday   
DAO,20240219,04,262,FY25,Q1,M01,WK03,Monday   
APJ,20240219,05,591,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,05,22,FY25,Q1,M01,WK03,Monday   
DAO,20240219,05,179,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,06,84,FY25,Q1,M01,WK03,Monday   
APJ,20240219,06,682,FY25,Q1,M01,WK03,Monday   
DAO,20240219,06,256,FY25,Q1,M01,WK03,Monday   
DAO,20240219,07,254,FY25,Q1,M01,WK03,Monday   
APJ,20240219,07,669,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,07,235,FY25,Q1,M01,WK03,Monday   
DAO,20240219,08,137,FY25,Q1,M01,WK03,Monday   
EMEA,20240219,08,649,FY25,Q1,M01,WK03,Monday   
APJ,20240219,08,939,FY25,Q1,M01,WK03,Monday   
APJ,20240219,09,504,FY25,Q1,M01,WK03,Monday   
DAO,20240219,09,115,FY25,Q1,M01,WK03,Monday   
